ham,I will send you a summary of the meeting later.
ham,Your order has been shipped and should arrive on Monday.
ham,I will send you a summary of the meeting later.
ham,We should leave by 11:00 to miss traffic.
ham,Your laptop is ready for collection from IT support.
ham,The meeting has moved to room 2.1 see you there.
ham,I will pick you up at 15:00 outside your building.
ham,The system will be down for maintenance at 09:00.
ham,Thanks for your help with the notes yesterday.
ham,I have transferred the slides deck to your folder.
ham,Your parcel is ready for collection at reception.
ham,Let us meet at the entrance at 09:30 tomorrow.
ham,I will upload the slides after the lecture.
ham,The exam timetable has been published on the portal.
ham,I have printed the documents and left them on your desk.
ham,I will send you the meeting link closer to the time.
ham,Thanks for your help with the report yesterday.
ham,Your application has been received and is under review.
spam,URGENT You have an unclaimed prize worth R100 Call 0860123456 within 24 hours.
ham,Let us meet at the entrance at 09:00 tomorrow.
ham,The office will be closed on Wednesday.
ham,We can schedule a quick call tomorrow morning.
ham,Your appointment is confirmed for Monday at 16:00.
ham,Let us catch up over coffee next week.
ham,Please collect the keys from reception before 11:00.
ham,Your appointment reminder Friday at 15:00.
ham,I have emailed you the link for the online meeting.
ham,We can schedule a quick call tomorrow morning.
ham,I have updated the report with your comments.
ham,I will be a few minutes late stuck in traffic.
spam,Congratulations You have WON R150 cash Call 0845556677 now to claim.
spam,You are our lucky WINNER of an R750 shopping voucher SMS WIN to 31990 at R2.00 per SMS.
ham,Do not forget to bring your ID document for registration.
ham,We can schedule a quick call tomorrow morning.
ham,Let us meet at the entrance at 09:30 tomorrow.
ham,Thanks for your help with the proposal yesterday.
ham,Your appointment is confirmed for Friday at 10:00.
ham,Please send me the address for tomorrows event.
ham,The courier will deliver the package today before 08:00.
spam,You have been selected for an exclusive R1000 discount on your next bill Call 0845556677 to accept.
ham,Hey are we still meeting for 14:00?
ham,I will send you a summary of the meeting later.
spam,Limited-time reward get R300 back in cash when you sign up today Visit http://promo-sa.co.za.
ham,I have booked your car in for a service next week.
ham,I will pick you up at 09:00 outside your building.
ham,Do not forget to bring your ID document for registration.
ham,Your parcel is ready for collection at campus.
ham,We should leave by 09:30 to miss traffic.
ham,Can you share the minutes from todays meeting?
spam,You are our lucky WINNER of an R10000 shopping voucher SMS WIN to 31990 at R1.50 per SMS.
ham,I will be a few minutes late stuck in traffic.
ham,Please collect the keys from reception before 09:00.
ham,We landed safely I will message you from the hotel.
ham,I have booked your car in for a service next week.
ham,Can you confirm that you received the payment?
ham,I have transferred the project plan to your folder.
ham,We can schedule a quick call tomorrow morning.
ham,Can you confirm that you received the payment?
ham,Your order has been shipped and should arrive on Monday.
ham,Good morning I hope your training session goes well.
ham,I have updated the report with your comments.
ham,Your appointment is confirmed for Thursday at 11:00.
ham,I will upload the slides after the lecture.
ham,Do not forget to bring your ID document for registration.
ham,Please confirm you can attend the training on Wednesday.
ham,Thanks for your help with the report yesterday.
ham,Please let me know your arrival time.
ham,Can you share the minutes from todays meeting?
ham,I will pick you up at 09:00 outside your building.
ham,Thanks for your help with the report yesterday.
ham,Let us catch up over coffee next week.
spam,Your number has been drawn for a cash back reward of R750 Call 0860123456 during office hours.
ham,Happy birthday! Wishing you a wonderful day.
ham,Please call me when you arrive at the office.
ham,Your application has been received and is under review.
ham,Good morning I hope your presentation goes well.
ham,Please review the attached spreadsheet when you have time.
ham,The system will be down for maintenance at 18:00.
ham,Let us finalise the budget by Wednesday.
ham,Your application has been received and is under review.
spam,Claim your holiday voucher worth R100 when you complete our quick survey Go to http://deal-zone.co.za.
ham,The exam timetable has been published on the portal.
ham,Can you confirm that you received the payment?
ham,Your order has been shipped and should arrive on Monday.
spam,Final notice your reward of R300 will expire tonight Reply YES to 32145 at R1.50 to keep it.
ham,I will upload the slides after the lecture.
ham,Meeting postponed to Thursday same time same place.
ham,I will send you a summary of the meeting later.
ham,I have booked your car in for a service next week.
ham,Can you confirm that you received the payment?
ham,Let us finalise the budget by Wednesday.
ham,Meeting postponed to Monday same time same place.
ham,I will upload the slides after the lecture.
ham,The courier will deliver the package today before 09:00.
ham,I will send you the meeting link closer to the time.
ham,We should leave by 14:00 to miss traffic.
spam,Final notice your reward of R100 will expire tonight Reply YES to 34567 at R1.00 to keep it.
ham,Can you share the minutes from todays meeting?
ham,Let us catch up over coffee next week.
ham,Your exam starts at 15:00 do not be late.
ham,I will send you a summary of the meeting later.
ham,I will send you the meeting link closer to the time.
ham,Your subscription has been renewed successfully.
ham,Please call me when you arrive at the office.
ham,Please call me when you arrive at the office.
spam,Get R50 airtime FREE when you recharge for R500 today Visit http://upgrade-now.co.za to activate.
ham,Please send me the address for tomorrows event.
ham,The kids are excited about the trip this weekend.
spam,Important verify your account to access a bonus of up to R100 Visit http://travel-gift.co.za today.
spam,Important verify your account to access a bonus of up to R1000 Visit http://survey-rewards.co.za today.
ham,Your subscription has been renewed successfully.
ham,Do not forget to bring your ID document for registration.
ham,Happy birthday! Wishing you a wonderful day.
ham,Your exam starts at 16:00 do not be late.
spam,Get R50 airtime FREE when you recharge for R200 today Visit http://loan-fast.co.za to activate.
ham,Please send me the address for tomorrows event.
ham,The kids are excited about the trip this weekend.
ham,We should leave by 15:00 to miss traffic.
spam,Claim your holiday voucher worth R10000 when you complete our quick survey Go to http://reward-now.co.za.
ham,Your appointment is confirmed for Monday at 18:00.
ham,We can schedule a quick call tomorrow morning.
ham,The meeting has moved to room 2.1 see you there.
ham,Your parcel is ready for collection at campus.
ham,Please review the attached proposal when you have time.
ham,Let us finalise the budget by Tuesday.
spam,URGENT You have an unclaimed prize worth R300 Call 0871239876 within 24 hours.
ham,Please send me the invoice for last month.
spam,Great news You qualify for an upgrade and can save R750 Visit http://travel-gift.co.za today.
ham,Please send me the address for tomorrows event.
ham,Let us finalise the budget by Friday.
ham,The system will be down for maintenance at 14:00.
ham,Let us catch up over coffee next week.
ham,Can you confirm that you received the payment?
ham,Please send me the invoice for this month.
spam,URGENT You have an unclaimed prize worth R1500 Call 0860554433 within 24 hours.
ham,We should leave by 09:30 to miss traffic.
ham,Please call me when you arrive at home.
spam,You have been selected to receive a fuel voucher worth R10000 Call 0839876543 to confirm.
ham,Please confirm you can attend the training on Wednesday.
ham,Your appointment is confirmed for Tuesday at 09:30.
ham,Your appointment is confirmed for Monday at 08:00.
ham,Please send me the address for tomorrows event.
ham,I have transferred the presentation to your folder.
ham,I will pick you up at 09:30 outside your building.
ham,I have booked your car in for a service next week.
ham,Hey are we still meeting for 16:00?
ham,Can you share the minutes from todays meeting?
ham,Your subscription has been renewed successfully.
ham,I will be a few minutes late stuck in traffic.
spam,You are our lucky WINNER of an R1000 shopping voucher SMS WIN to 32145 at R1.50 per SMS.
ham,I will call you during my lunch break.
ham,I will send you a summary of the meeting later.
ham,Happy birthday! Wishing you a wonderful day.
ham,Your order has been shipped and should arrive on Thursday.
ham,Your laptop is ready for collection from IT support.
ham,I will pick you up at 15:00 outside your building.
ham,Your application has been received and is under review.
ham,Please send me the address for tomorrows event.
ham,Hey are we still meeting for 09:00?
ham,I have booked your car in for a service next week.
ham,Your application has been received and is under review.
ham,Let us meet at the entrance at 18:00 tomorrow.
ham,I have booked your car in for a service next week.
ham,I will be a few minutes late stuck in traffic.
ham,Happy birthday! Wishing you a wonderful day.
ham,I will send you the meeting link closer to the time.
spam,Get R50 airtime FREE when you recharge for R200 today Visit http://survey-rewards.co.za to activate.
ham,Your appointment reminder Monday at 17:30.
ham,We can schedule a quick call tomorrow morning.
ham,I will pick you up at 16:00 outside your building.
ham,I have printed the documents and left them on your desk.
ham,I have emailed you the link for the online meeting.
ham,Happy birthday! Wishing you a wonderful day.
ham,I will be a few minutes late stuck in traffic.
ham,The kids are excited about the trip this weekend.
ham,Please let me know your arrival time.
ham,Your appointment reminder Monday at 14:00.
ham,The courier will deliver the package today before 11:00.
spam,Free entry into our weekly draw to WIN R5000 SMS LUCKY to 31990 at R1.50.
ham,Can you confirm that you received the payment?
ham,The meeting has moved to conference room 1 see you there.
ham,The system will be down for maintenance at 16:00.
ham,Hey are we still meeting for 08:00?
ham,Can you confirm that you received the payment?
ham,Hey are we still meeting for 14:00?
ham,Let us finalise the budget by Monday.
spam,You have been selected to receive a fuel voucher worth R250 Call 0839876543 to confirm.
ham,Hey are we still meeting for 11:00?
ham,The kids are excited about the trip this weekend.
ham,Let us catch up over coffee next week.
ham,Your laptop is ready for collection from IT support.
ham,I will call you during my lunch break.
ham,Hey are we still meeting for 10:00?
spam,Your subscription has been selected for a loyalty gift worth R10000 Call 0860123456 to claim.
ham,Thanks for your help with the proposal yesterday.
spam,Congratulations You have WON R300 cash Call 0860554433 now to claim.
ham,Please send me the address for tomorrows event.
ham,Let us catch up over coffee next week.
ham,The exam timetable has been published on the portal.
ham,We can schedule a quick call tomorrow morning.
ham,Can you share the minutes from todays meeting?
ham,Your exam starts at 16:00 do not be late.
ham,Let us meet at the entrance at 16:00 tomorrow.
ham,I will call you during my lunch break.
ham,Please confirm you can attend the training on Tuesday.
ham,Your subscription has been renewed successfully.
ham,Your parcel is ready for collection at the station.
spam,Final notice your reward of R500 will expire tonight Reply YES to 40404 at R2.00 to keep it.
ham,The meeting has moved to conference room 1 see you there.
ham,I have emailed you the link for the online meeting.
ham,I will upload the slides after the lecture.
ham,I have booked your car in for a service next week.
ham,I have emailed you the link for the online meeting.
ham,The exam timetable has been published on the portal.
ham,Please review the attached document when you have time.
ham,I have booked your car in for a service next week.
ham,Your subscription has been renewed successfully.
ham,Hey are we still meeting for 11:00?
ham,I have booked your car in for a service next week.
ham,Can you confirm that you received the payment?
ham,The kids are excited about the trip this weekend.
ham,Please call me when you arrive at home.
ham,I will be a few minutes late stuck in traffic.
ham,I have emailed you the link for the online meeting.
ham,I have transferred the budget sheet to your folder.
ham,Please call me when you arrive at the station.
spam,Get R200 airtime FREE when you recharge for R300 today Visit http://travel-gift.co.za to activate.
ham,Your laptop is ready for collection from IT support.
ham,I have printed the documents and left them on your desk.
ham,Your delivery has been delayed by one day.
ham,I will be working from home today reachable on my mobile.
ham,Please confirm you can attend the training on Monday.
ham,Can you email me the final version of the draft?
ham,Your appointment is confirmed for Friday at 11:00.
ham,I have booked your car in for a service next week.
ham,Your parcel is ready for collection at the office.
ham,The meeting has moved to room 2.1 see you there.
ham,Please send me the address for tomorrows event.
ham,Your exam starts at 11:00 do not be late.
ham,The exam timetable has been published on the portal.
ham,I will send you the meeting link closer to the time.
ham,I will send you a summary of the meeting later.
ham,The exam timetable has been published on the portal.
ham,Good morning I hope your lecture goes well.
ham,I have emailed you the link for the online meeting.
ham,Your appointment reminder Wednesday at 18:00.
ham,Your exam starts at 11:00 do not be late.
ham,Please review the attached contract when you have time.
ham,Your exam starts at 11:00 do not be late.
ham,Your appointment is confirmed for Wednesday at 15:00.
spam,You are our lucky WINNER of an R750 shopping voucher SMS WIN to 37100 at R1.50 per SMS.
ham,I will send you a summary of the meeting later.
ham,Your application has been received and is under review.
ham,The exam timetable has been published on the portal.
ham,I have booked your car in for a service next week.
spam,FLASH SALE Up to 70 percent off selected items Shop now at http://travel-gift.co.za and save hundreds of rand.
ham,I have emailed you the link for the online meeting.
ham,I will pick you up at 17:30 outside your building.
ham,I have booked the meeting room for 17:30.
ham,Your subscription has been renewed successfully.
ham,I have updated the report with your comments.
ham,The exam timetable has been published on the portal.
ham,The system will be down for maintenance at 08:00.
ham,I will be a few minutes late stuck in traffic.
ham,Your exam starts at 09:30 do not be late.
ham,Thanks for your help with the spreadsheet yesterday.
spam,Exclusive deal Buy 1 get 1 FREE data bundle Dial *111*25# now to claim this offer.
ham,Your order has been shipped and should arrive on Monday.
spam,REWARD ALERT Complete a short survey and get R300 airtime Click http://reward-now.co.za to start.
spam,Your subscription has been selected for a loyalty gift worth R100 Call 0860554433 to claim.
ham,I will be a few minutes late stuck in traffic.
ham,Your appointment reminder Tuesday at 14:00.
ham,Your laptop is ready for collection from IT support.
ham,I will be working from home today reachable on my mobile.
spam,URGENT You have an unclaimed prize worth R10000 Call 0821234567 within 24 hours.
spam,Limited-time reward get R1000 back in cash when you sign up today Visit http://travel-gift.co.za.
ham,Thanks for your help with the proposal yesterday.
ham,Hey are we still meeting for 16:00?
ham,Can you email me the final version of the proposal?
ham,The system will be down for maintenance at 14:00.
ham,Let us finalise the budget by Friday.
ham,Reminder exam starts in 5 minutes.
ham,Reminder meeting starts in 5 minutes.
ham,I have emailed you the link for the online meeting.
spam,Limited offer get a new smartphone from only R250 per month Call 0860554433 for details.
ham,I have printed the documents and left them on your desk.
ham,We should leave by 11:00 to miss traffic.
ham,I will be a few minutes late stuck in traffic.
ham,Please review the attached assignment when you have time.
ham,Please send me the address for tomorrows event.
ham,Please call me when you arrive at reception.
ham,Please confirm you can attend the training on Wednesday.
ham,Let us meet at the entrance at 14:00 tomorrow.
ham,Please call me when you arrive at the station.
ham,Your parcel is ready for collection at the airport.
ham,Please send me the address for tomorrows event.
ham,Do not forget to bring your ID document for registration.
ham,Your order has been shipped and should arrive on Tuesday.
spam,Final notice your reward of R500 will expire tonight Reply YES to 34567 at R2.00 to keep it.
ham,Happy birthday! Wishing you a wonderful day.
ham,Can you share the minutes from todays meeting?
ham,I will be working from home today reachable on my mobile.
ham,Please confirm you can attend the training on Monday.
ham,Your order has been shipped and should arrive on Thursday.
ham,The office will be closed on Wednesday.
ham,Please let me know your arrival time.
ham,I will pick you up at 15:00 outside your building.
ham,I will be a few minutes late stuck in traffic.
ham,Your application has been received and is under review.
spam,Congratulations You have WON R2000 cash Call 0860554433 now to claim.
ham,I will pick you up at 18:00 outside your building.
ham,Let us meet at the entrance at 09:00 tomorrow.
spam,WIN a grocery voucher worth R300 SMS WIN to 37100 now SMS charged at R1.50.
ham,Good morning I hope your lecture goes well.
ham,Your appointment reminder Wednesday at 08:00.
ham,The meeting has moved to conference room 1 see you there.
ham,Please review the attached contract when you have time.
spam,You have been pre-approved for a personal loan up to R500 Apply now at http://reward-now.co.za.
ham,We should leave by 16:00 to miss traffic.
ham,Can you confirm that you received the payment?
ham,Good morning I hope your meeting goes well.
ham,Thanks for your help with the slides yesterday.
ham,Your application has been received and is under review.
spam,REWARD ALERT Complete a short survey and get R750 airtime Click http://travel-gift.co.za to start.
ham,I will call you during my lunch break.
ham,I will upload the slides after the lecture.
ham,The courier will deliver the package today before 18:00.
spam,Congratulations You have WON R750 cash Call 0800123456 now to claim.
ham,Hey are we still meeting for 16:00?
ham,Please confirm you can attend the training on Thursday.
ham,I have transferred the documents to your folder.
ham,Please call me when you arrive at the mall.
spam,Claim your holiday voucher worth R5000 when you complete our quick survey Go to http://reward-now.co.za.
ham,Let us finalise the budget by Monday.
ham,Can you share the minutes from todays meeting?
spam,Limited offer get a new smartphone from only R300 per month Call 0860123456 for details.
ham,The office will be closed on Friday.
spam,Congratulations You qualify for bonus data Dial *111*25# to load 1GB for only R2000 today.
spam,URGENT You have an unclaimed prize worth R1000 Call 0860123456 within 24 hours.
ham,Let us finalise the budget by Monday.
ham,The courier will deliver the package today before 09:30.
ham,We landed safely I will message you from the hotel.
ham,I have booked the meeting room for 18:00.
ham,I will send you the meeting link closer to the time.
ham,We can schedule a quick call tomorrow morning.
ham,The office will be closed on Thursday.
ham,Let us finalise the budget by Tuesday.
ham,Your appointment is confirmed for Thursday at 17:30.
ham,Please send me the address for tomorrows event.
ham,Please review the attached assignment when you have time.
ham,I have updated the report with your comments.
spam,Special promotion get 5GB data for only R2000 Reply DATA to 31990 to subscribe.
ham,I have printed the documents and left them on your desk.
ham,We can schedule a quick call tomorrow morning.
ham,We should leave by 15:00 to miss traffic.
ham,Please confirm you can attend the training on Wednesday.
spam,Your number has been drawn for a cash back reward of R500 Call 0860554433 during office hours.
ham,Your laptop is ready for collection from IT support.
ham,Let us catch up over coffee next week.
ham,I have transferred the presentation to your folder.
ham,I have booked your car in for a service next week.
ham,I will be a few minutes late stuck in traffic.
ham,The courier will deliver the package today before 08:00.
ham,Please let me know your arrival time.
ham,We should leave by 18:00 to miss traffic.
ham,Can you share the minutes from todays meeting?
ham,Do not forget to bring your ID document for registration.
ham,I will call you during my lunch break.
ham,The kids are excited about the trip this weekend.
ham,Let us finalise the budget by Tuesday.
ham,I will call you during my lunch break.
ham,Do not forget to bring your ID document for registration.
ham,Please confirm you can attend the training on Monday.
ham,I will be working from home today reachable on my mobile.
ham,The kids are excited about the trip this weekend.
ham,Please collect the keys from reception before 16:00.
ham,I have updated the report with your comments.
ham,The meeting has moved to conference room 1 see you there.
ham,Please send me the invoice for the previous quarter.
ham,Your laptop is ready for collection from IT support.
ham,Your appointment reminder Friday at 17:30.
spam,FLASH SALE Up to 70 percent off selected items Shop now at http://loan-fast.co.za and save hundreds of rand.
ham,Please send me the invoice for the previous quarter.
ham,I have emailed you the link for the online meeting.
ham,Do not forget to bring your ID document for registration.
ham,The kids are excited about the trip this weekend.
ham,I will call you during my lunch break.
spam,Important verify your account to access a bonus of up to R100 Visit http://deal-zone.co.za today.
ham,Your laptop is ready for collection from IT support.
ham,We should leave by 14:00 to miss traffic.
ham,I will send you a summary of the meeting later.
spam,You have been selected for an exclusive R10000 discount on your next bill Call 0800987654 to accept.
ham,I have booked your car in for a service next week.
ham,I will send you a summary of the meeting later.
ham,I have booked the meeting room for 10:00.
ham,Can you email me the final version of the proposal?
ham,Please collect the keys from reception before 15:00.
ham,I will upload the slides after the lecture.
ham,Let us catch up over coffee next week.
ham,The kids are excited about the trip this weekend.
ham,Your appointment reminder Friday at 10:00.
ham,Please call me when you arrive at home.
ham,I will call you during my lunch break.
ham,I will send you a summary of the meeting later.
ham,I will send you the meeting link closer to the time.
spam,URGENT You have an unclaimed prize worth R500 Call 0800987654 within 24 hours.
ham,Can you share the minutes from todays meeting?
ham,Please collect the keys from reception before 09:00.
ham,Please call me when you arrive at the office.
ham,Please send me the address for tomorrows event.
ham,Let us meet at the entrance at 09:30 tomorrow.
spam,Free entry into our weekly draw to WIN R100 SMS LUCKY to 33055 at R1.50.
ham,I will upload the slides after the lecture.
ham,I have updated the report with your comments.
ham,The courier will deliver the package today before 10:00.
ham,I will send you a summary of the meeting later.
ham,Can you share the minutes from todays meeting?
ham,Please send me the address for tomorrows event.
ham,We should leave by 08:00 to miss traffic.
ham,Please collect the keys from reception before 18:00.
ham,Meeting postponed to Monday same time same place.
ham,Please collect the keys from reception before 18:00.
ham,I will send you a summary of the meeting later.
ham,Please send me the invoice for this month.
ham,I have printed the documents and left them on your desk.
ham,We landed safely I will message you from the hotel.
ham,Let us meet at the entrance at 17:30 tomorrow.
spam,You have been pre-approved for a personal loan up to R250 Apply now at http://upgrade-now.co.za.
ham,I have booked the meeting room for 14:00.
ham,The office will be closed on Friday.
ham,I will call you during my lunch break.
spam,Great news You qualify for an upgrade and can save R1500 Visit http://deal-zone.co.za today.
ham,We landed safely I will message you from the hotel.
ham,Let us catch up over coffee next week.
ham,Happy birthday! Wishing you a wonderful day.
ham,Happy birthday! Wishing you a wonderful day.
ham,Meeting postponed to Friday same time same place.
ham,Your subscription has been renewed successfully.
ham,The kids are excited about the trip this weekend.
ham,Good morning I hope your training session goes well.
ham,Your laptop is ready for collection from IT support.
ham,Please collect the keys from reception before 09:00.
ham,The courier will deliver the package today before 15:00.
ham,I will send you the meeting link closer to the time.
ham,Your appointment reminder Tuesday at 10:00.
ham,Please review the attached contract when you have time.
ham,The exam timetable has been published on the portal.
ham,I will upload the slides after the lecture.
ham,Your appointment is confirmed for Friday at 10:00.
ham,I will be working from home today reachable on my mobile.
ham,Meeting postponed to Tuesday same time same place.
ham,The meeting has moved to room 2.1 see you there.
ham,Do not forget to bring your ID document for registration.
ham,Meeting postponed to Thursday same time same place.
ham,Reminder workshop starts in 20 minutes.
ham,Please send me the address for tomorrows event.
ham,Do not forget to bring your ID document for registration.
ham,I will upload the slides after the lecture.
ham,Please confirm you can attend the training on Tuesday.
ham,Hey are we still meeting for 09:00?
ham,Your laptop is ready for collection from IT support.
ham,Can you confirm that you received the payment?
ham,I have printed the documents and left them on your desk.
spam,You have been selected to receive a fuel voucher worth R1000 Call 0860123456 to confirm.
ham,Can you email me the final version of the notes?
spam,URGENT You have an unclaimed prize worth R10000 Call 0839876543 within 24 hours.
ham,Your laptop is ready for collection from IT support.
ham,Please confirm you can attend the training on Monday.
ham,We should leave by 14:00 to miss traffic.
spam,You are our lucky WINNER of an R500 shopping voucher SMS WIN to 33055 at R1.50 per SMS.
ham,Let us meet at the entrance at 09:30 tomorrow.
ham,I have booked your car in for a service next week.
ham,I have emailed you the link for the online meeting.
ham,Your laptop is ready for collection from IT support.
ham,Please call me when you arrive at the airport.
ham,Please review the attached notes when you have time.
spam,Congratulations You qualify for bonus data Dial *140*321# to load 1GB for only R500 today.
spam,WIN a grocery voucher worth R250 SMS WIN to 34567 now SMS charged at R1.00.
ham,I have printed the documents and left them on your desk.
spam,REWARD ALERT Complete a short survey and get R10000 airtime Click http://reward-now.co.za to start.
ham,Let us finalise the budget by Tuesday.
spam,Exclusive deal Buy 1 get 1 FREE data bundle Dial *111*25# now to claim this offer.
ham,Can you confirm that you received the payment?
ham,Please collect the keys from reception before 15:00.
ham,Your exam starts at 08:00 do not be late.
spam,Limited offer get a new smartphone from only R200 per month Call 0800987654 for details.
ham,Let us meet at the entrance at 16:00 tomorrow.
ham,Thanks for your help with the proposal yesterday.
ham,Thanks for your help with the draft yesterday.
ham,I have printed the documents and left them on your desk.
spam,Limited offer get a new smartphone from only R5000 per month Call 0821234567 for details.
ham,Your parcel is ready for collection at the airport.
ham,We landed safely I will message you from the hotel.
ham,We landed safely I will message you from the hotel.
ham,Do not forget to bring your ID document for registration.
ham,Thanks for your help with the document yesterday.
spam,Final notice your reward of R500 will expire tonight Reply YES to 40404 at R1.50 to keep it.
ham,We should leave by 11:00 to miss traffic.
ham,Please let me know your arrival time.
ham,I will be working from home today reachable on my mobile.
ham,The kids are excited about the trip this weekend.
ham,Your laptop is ready for collection from IT support.
ham,Happy birthday! Wishing you a wonderful day.
ham,I have printed the documents and left them on your desk.
ham,Please let me know your arrival time.
ham,I have emailed you the link for the online meeting.
ham,Reminder team stand-up starts in 20 minutes.
ham,Please let me know your arrival time.
ham,Your appointment reminder Tuesday at 17:30.
ham,Please review the attached proposal when you have time.
ham,Your application has been received and is under review.
ham,I will pick you up at 09:00 outside your building.
ham,I will send you the meeting link closer to the time.
ham,I have emailed you the link for the online meeting.
ham,Do not forget to bring your ID document for registration.
ham,I will upload the slides after the lecture.
ham,I will call you during my lunch break.
ham,Let us catch up over coffee next week.
ham,Let us catch up over coffee next week.
ham,The meeting has moved to room B3 see you there.
